,Annual Revenue,ADR,Occupancy %,Guests,Status,Status Detail,Price,Price Change,Date Changed,Street Address,City,State,Zipcode,Beds,Baths,Sqft,Home Type,Units,Building Name,Zestimate,Rent Zestimate,Tax Assessed Value,HDP Price,Lot Area,Lot Area Unit,Broker Name,Days on Zillow,URL,Latitude,Longitude
855,49733,196,0.7,6,For Rent,Apartment For Rent,2500,,,40-50 Utopia Pkwy #2,Flushing,NY,11358,2,1,888,Apartment,,,,2485,,2500,,,Charles Rutenberg Realty,24.58,https://www.zillow.com/homedetails/40-50-Utopia-Pkwy-2-Flushing-NY-11358/350492970_zpid/,40.759327,-73.793594
856,66350,252,0.72,10,For Rent,Apartment For Rent,2900,400,6/14/2024,103-35 107th St #2,Ozone Park,NY,11417,4,1,,Apartment,,,,2500,,2900,,,Real Broker NY LLC,24.83,https://www.zillow.com/homedetails/103-35-107th-St-2-Ozone-Park-NY-11417/2053151323_zpid/,40.684185,-73.83439
857,28328,160,0.49,4,For Rent,Townhouse For Rent,1200,,,113-39 N Francis Lewis Blvd UNIT 1,Queens Village,NY,11429,1,3,50,Townhouse,,,480200,3440,,1200,,,Coldwell Banker American Homes,24.83,https://www.zillow.com/homedetails/113-39-N-Francis-Lewis-Blvd-UNIT-1-Queens-Village-NY-11429/350378498_zpid/,40.70197,-73.74856
858,98657,402,0.67,10,For Rent,House For Rent,5000,,,6927 181st St,Flushing,NY,11365,4,2.5,,Single Family,,,1257600,4800,1067000,5000,,,,25.04,https://www.zillow.com/homedetails/6927-181st-St-Flushing-NY-11365/32078311_zpid/,40.732822,-73.78959
859,30756,122,0.69,4,For Rent,House For Rent,1700,25,5/21/2024,17806 Sayres Ave,Jamaica,NY,11433,1,1,,Single Family,,,676700,1800,668000,1700,,,CIRCLE FINE HOMES,25.08,https://www.zillow.com/homedetails/17806-Sayres-Ave-Jamaica-NY-11433/32141813_zpid/,40.697266,-73.77535
860,54470,218,0.68,4,For Rent,Apartment For Rent,2100,,,140-30 34th Ave FLOOR 1,Flushing,NY,11354,1,1,1800,Apartment,,,,2203,,2100,,,,25.12,https://www.zillow.com/homedetails/140-30-34th-Ave-FLOOR-1-Flushing-NY-11354/350472321_zpid/,40.76648,-73.82641
861,32732,125,0.72,4,For Rent,Condo For Rent,2100,,,87-20 175th St APT 1K,Jamaica,NY,11432,1,1,,Condo,,,174700,1909,,2100,,,MITRA HAKIMI REALTY GROUP LLC,25.17,https://www.zillow.com/homedetails/87-20-175th-St-APT-1K-Jamaica-NY-11432/122353385_zpid/,40.71103,-73.78773
862,48156,190,0.69,4,For Rent,House For Rent,2500,,,102-23 Horace Harding Expy #4E,Corona,NY,11368,1,1,,Single Family,,,419300,2299,,2500,,,Real Broker NY LLC,25.21,https://www.zillow.com/homedetails/102-23-Horace-Harding-Expy-4E-Corona-NY-11368/350465098_zpid/,40.737,-73.85579
863,72980,276,0.72,8,For Rent,Apartment For Rent,2900,,,77-20 19th Rd #2,East Elmhurst,NY,11370,3,1,,Apartment,,,,3800,,2900,,,Realty Executives Today,25.38,https://www.zillow.com/homedetails/77-20-19th-Rd-2-East-Elmhurst-NY-11370/339933788_zpid/,40.772865,-73.892456
864,79477,287,0.76,8,For Rent,Apartment For Rent,3200,,,69-17 62nd Dr #2,Middle Village,NY,11379,3,2,,Apartment,,,,2999,,3200,,,True Real Estate Group,25.46,https://www.zillow.com/homedetails/69-17-62nd-Dr-2-Middle-Village-NY-11379/350443866_zpid/,40.71685,-73.88789
865,46286,244,0.52,8,For Rent,House For Rent,3300,-200,5/30/2024,108-18 Pinegrove St,Jamaica,NY,11435,3,2,,Single Family,,,1229500,3200,,3300,,,Remax Luxe,25.46,https://www.zillow.com/homedetails/108-18-Pinegrove-St-Jamaica-NY-11435/342817617_zpid/,40.69064,-73.806076
866,77773,286,0.75,8,For Rent,Apartment For Rent,3400,,,67-01 64th Pl #2,Ridgewood,NY,11385,3,2,900,Apartment,,,,2999,,3400,,,Realty One Group Dynasty,25.58,https://www.zillow.com/homedetails/67-01-64th-Pl-2-Ridgewood-NY-11385/350434101_zpid/,40.70664,-73.893715
867,52308,321,0.45,8,For Rent,Apartment For Rent,3200,-100,6/6/2024,(undisclosed Address),Bayside,NY,11361,3,2,,Apartment,,,,3200,,3200,,,,25.92,https://www.zillow.com/homedetails/Bayside-NY-11361/2095538929_zpid/,,
868,39493,173,0.63,4,For Rent,Apartment For Rent,2864,,,56-11 94th St APT 2D,Elmhurst,NY,11373,1,1,,Apartment,,,,2429,,2864,,,Algin Management,25.96,https://www.zillow.com/homedetails/56-11-94th-St-APT-2D-Elmhurst-NY-11373/2065627318_zpid/,40.736565,-73.86753
869,,,,,For Rent,For Rent,,,,147-40 Archer Ave  # 1401,Jamaica,NY,11435,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/apartments/jamaica-ny/jamaica-station-crossing/BtRC8F/,,
870,,,,,For Rent,For Rent,,,,140-50 Ash Ave # 5A,Flushing,NY,11355,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/building/40.75573,-73.82246_ll/",,
871,30513,120,0.7,4,For Rent,Apartment For Rent,1699,,,88-11 178th St #2A,Jamaica,NY,11432,1,1,,Apartment,,,,2099,,1699,,,,26.25,https://www.zillow.com/homedetails/88-11-178th-St-2A-Jamaica-NY-11432/344443031_zpid/,40.711254,-73.78466
872,44323,198,0.61,6,For Rent,Apartment For Rent,3200,300,6/6/2024,(undisclosed Address),Woodhaven,NY,11421,2,1.5,,Apartment,,,,2770,,3200,,,,26.33,https://www.zillow.com/homedetails/Woodhaven-NY-11421/350377293_zpid/,,
873,56438,255,0.61,8,For Rent,Apartment For Rent,3800,,,40-20 217th St #1R,Bayside,NY,11361,3,2,1000,Apartment,,,,3005,,3800,,,B Square Realty,26.38,https://www.zillow.com/homedetails/40-20-217th-St-1R-Bayside-NY-11361/349391985_zpid/,40.76449,-73.76598
874,41921,190,0.6,6,For Rent,Apartment For Rent,2800,,,20-20 Hazen St #1P,East Elmhurst,NY,11370,2,1,,Apartment,,,,2800,,2800,,,Azure Realty NY LLC,26.38,https://www.zillow.com/homedetails/20-20-Hazen-St-1P-East-Elmhurst-NY-11370/350371755_zpid/,,
875,49411,230,0.59,8,For Rent,Apartment For Rent,2700,,,(undisclosed Address),Jamaica,NY,11432,3,1,,Apartment,,,,2999,,2700,,,Joachim Realty LLC,26.38,https://www.zillow.com/homedetails/Jamaica-NY-11432/2091483283_zpid/,,
876,34634,176,0.54,8,For Rent,House For Rent,3100,,,219-23 114th Rd FLOOR 1,Cambria Heights,NY,11411,3,1,,Single Family,,,639600,3399,,3100,,,EXP Realty,26.54,https://www.zillow.com/homedetails/219-23-114th-Rd-FLOOR-1-Cambria-Heights-NY-11411/350352035_zpid/,40.70129,-73.73729
877,22606,129,0.48,6,For Rent,Apartment For Rent,2500,-50,6/2/2024,144-37 79th Ave #N1,Flushing,NY,11367,2,1,850,Apartment,,,,2400,,2500,,,Anyuanpm,27,https://www.zillow.com/homedetails/144-37-79th-Ave-N1-Flushing-NY-11367/350348099_zpid/,40.719307,-73.81647
878,59831,275,0.6,8,For Rent,Apartment For Rent,2750,-250,6/6/2024,101-23 90th St #2A,Ozone Park,NY,11416,3,2,1100,Apartment,,,,2958,,2750,,,EXP Realty NYC,27.04,https://www.zillow.com/homedetails/101-23-90th-St-2A-Ozone-Park-NY-11416/350347838_zpid/,40.682373,-73.84978
879,20964,124,0.46,6,For Rent,Apartment For Rent,2695,,,221-03 67th Ave #A,Oakland Gardens,NY,11364,2,1,950,Apartment,,,279500,2450,,2695,,,EXP Realty,27.54,https://www.zillow.com/homedetails/221-03-67th-Ave-A-Oakland-Gardens-NY-11364/79733120_zpid/,40.745518,-73.75449
880,89154,385,0.63,10,For Rent,House For Rent,5000,2700,5/3/2024,5037 195th St,Flushing,NY,11365,4,2,,Single Family,,,1164800,4500,1110000,5000,,,Weichert Realtors,28.17,https://www.zillow.com/homedetails/5037-195th-St-Flushing-NY-11365/32052268_zpid/,40.748016,-73.78372
881,51824,204,0.7,6,For Rent,Apartment For Rent,2350,-150,5/21/2024,84-26 Grand Ave #1,Elmhurst,NY,11373,2,1,,Apartment,,,,2800,,2350,,,DONNA DEMKOWICZ REAL ESTATE CORP,28.25,https://www.zillow.com/homedetails/84-26-Grand-Ave-1-Elmhurst-NY-11373/350330399_zpid/,40.734016,-73.88297
882,31826,146,0.6,6,For Rent,Townhouse For Rent,2650,,,6154 223rd Pl UNIT A,Oakland Gardens,NY,11364,2,1,,Townhouse,,,526900,2535,,2650,,,,28.33,https://www.zillow.com/homedetails/6154-223rd-Pl-UNIT-A-Oakland-Gardens-NY-11364/350326885_zpid/,40.74874,-73.7542
883,61039,273,0.61,10,For Rent,Apartment For Rent,3600,,,218-15 Jamaica Ave #2,Queens Village,NY,11428,4,1,,Apartment,,,,3052,,3600,,,Berkshire Hathaway HS Laffey International,28.58,https://www.zillow.com/homedetails/218-15-Jamaica-Ave-2-Queens-Village-NY-11428/350315593_zpid/,40.7182,-73.73677
884,90452,332,0.75,10,For Rent,Apartment For Rent,4500,,,67 65th Pl,Ridgewood,NY,11385,4,3,1600,Apartment,,,,4393,,4500,,,Realty One Group Dynasty,28.58,https://www.zillow.com/homedetails/67-65th-Pl-Ridgewood-NY-11385/350434103_zpid/,40.700397,-73.88874
885,62519,242,0.71,8,For Rent,Apartment For Rent,4600,,,69-10 Yellowstone Blvd #B41,Forest Hills,NY,11375,3,2,1600,Apartment,,,,4058,,4600,,,Chartwell Forest Hills Realty,28.79,https://www.zillow.com/homedetails/69-10-Yellowstone-Blvd-B41-Forest-Hills-NY-11375/350312089_zpid/,40.724155,-73.847015
886,99825,483,0.57,12,For Rent,Apartment For Rent,3500,,,76-02 31st Ave #1,East Elmhurst,NY,11370,5,1,860,Apartment,,,,3528,,3500,,,B Square Realty,29.08,https://www.zillow.com/homedetails/76-02-31st-Ave-1-East-Elmhurst-NY-11370/350303481_zpid/,40.7585,-73.891426
887,71637,342,0.57,8,For Rent,Apartment For Rent,7200,,,161-15 33rd Ave #1,Flushing,NY,11358,3,3,,Apartment,,,,4500,,7200,,,Amorelli Realty,29.12,https://www.zillow.com/homedetails/161-15-33rd-Ave-1-Flushing-NY-11358/350297017_zpid/,40.768177,-73.80325
888,30698,125,0.67,2,For Rent,House For Rent,2200,,,11430 132nd St,South Ozone Park,NY,11420,0,0,,Single Family,,,666700,1500,712000,2200,,,JOSHUAS REALTY,29.29,https://www.zillow.com/homedetails/11430-132nd-St-South-Ozone-Park-NY-11420/32173472_zpid/,40.68181,-73.80979
889,34994,238,0.4,6,For Rent,Apartment For Rent,3699,,,(undisclosed Address),Jamaica,NY,11432,2,1.5,950,Apartment,,,,3284,,3699,,,Studios 1 2 3 Bedrooms,29.29,https://www.zillow.com/homedetails/Jamaica-NY-11432/350267362_zpid/,,
890,33337,125,0.73,4,For Rent,Apartment For Rent,2699,,,(undisclosed Address),Jamaica,NY,11432,1,1,650,Apartment,,,,2336,,2699,,,Studios 1 2 3 Bedrooms,29.29,https://www.zillow.com/homedetails/Jamaica-NY-11432/350267092_zpid/,,
891,36324,205,0.49,8,For Rent,Apartment For Rent,3000,,,4029 204th St #W&D-DISTR26,Bayside,NY,11361,3,1.5,2200,Apartment,,,,3300,,3000,,,,29.88,https://www.zillow.com/homedetails/4029-204th-St-WD-DISTR26-Bayside-NY-11361/350217976_zpid/,40.761177,-73.78043
892,45252,176,0.7,6,For Rent,Apartment For Rent,2150,,,(undisclosed Address),Brooklyn,NY,11208,2,1,,Apartment,,,,2529,,2150,,,,29.92,https://www.zillow.com/homedetails/Brooklyn-NY-11208/2053630528_zpid/,,
893,30714,132,0.64,4,For Rent,Apartment For Rent,2200,,,21115 Jamaica Ave,Jamaica,NY,11428,1,1,2640,Apartment,,,,1714,891000,2200,,,,30.04,https://www.zillow.com/homedetails/21115-Jamaica-Ave-Jamaica-NY-11428/32146805_zpid/,40.715553,-73.748856
894,37779,157,0.66,6,For Rent,Apartment For Rent,2500,-100,5/22/2024,(undisclosed Address),Jamaica,NY,11433,2,1,,Apartment,,,,2594,,2500,,,,30.08,https://www.zillow.com/homedetails/Jamaica-NY-11433/350205147_zpid/,,
895,38850,164,0.65,4,For Rent,Apartment For Rent,2700,-100,5/28/2024,3730 73rd St APT 6L,Flushing,NY,11372,1,1,,Apartment,,,396700,2258,,2700,,,"The McNeil Group, LLC",30.29,https://www.zillow.com/homedetails/3730-73rd-St-APT-6L-Flushing-NY-11372/124867937_zpid/,40.747986,-73.89292
896,39247,157,0.68,4,For Rent,Apartment For Rent,2400,-100,6/8/2024,40-18 Hampton St APT 2H,Elmhurst,NY,11373,1,1,,Apartment,,,326900,1999,,2400,,,Jamie Realty Group,30.38,https://www.zillow.com/homedetails/40-18-Hampton-St-APT-2H-Elmhurst-NY-11373/122760106_zpid/,40.74674,-73.88255
897,20956,124,0.46,6,For Rent,Apartment For Rent,2700,,,223-02 65th Ave #1,Oakland Gardens,NY,11364,2,1,950,Apartment,,,,2534,,2700,,,EXP Realty,30.58,https://www.zillow.com/homedetails/223-02-65th-Ave-1-Oakland-Gardens-NY-11364/2053075483_zpid/,40.746616,-73.753624
898,,,,,For Rent,For Rent,,,,4610 70th St # 1001,Woodside,NY,11377,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/4610-70th-st-woodside-ny-BPhn5t/,,
899,32089,123,0.71,2,For Rent,Apartment For Rent,1800,,,34-46 91st St #3446-H53,Jackson Heights,NY,11372,0,1,,Apartment,,,,1849,,1800,,,A&E Real Estate Management,31,https://www.zillow.com/homedetails/34-46-91st-St-3446-H53-Jackson-Heights-NY-11372/350132120_zpid/,40.753296,-73.87659
900,189316,728,0.71,14,For Rent,House For Rent,12888,,,150 Ascan Ave,Forest Hills Gardens,NY,11375,6,4.5,,Single Family,,,3599000,10568,3743000,12888,,,E Realty International Corp,31,https://www.zillow.com/homedetails/150-Ascan-Ave-Forest-Hills-Gardens-NY-11375/32005281_zpid/,40.71408,-73.842926
901,43877,159,0.76,4,For Rent,Apartment For Rent,2400,,,43-04 72nd St,Woodside,NY,11377,1,1,,Apartment,,,,2328,,2400,,,Amorelli Realty,31.04,https://www.zillow.com/homedetails/43-04-72nd-St-Woodside-NY-11377/2061809600_zpid/,40.7419,-73.892784
902,25376,119,0.58,4,For Rent,Apartment For Rent,2200,,,4217 202nd St FLOOR 2,Bayside,NY,11361,1,1,,Apartment,,,,1994,,2200,,,,31.17,https://www.zillow.com/homedetails/4217-202nd-St-FLOOR-2-Bayside-NY-11361/350112955_zpid/,40.759033,-73.78174
903,,,,,For Rent,For Rent,,,,91-09 Roosevelt Ave # 509,Jackson Heights,NY,11372,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/91-09-roosevelt-ave-jackson-heights-ny-CJS8dQ/,,
904,49411,230,0.59,8,For Rent,Apartment For Rent,2700,,,(undisclosed Address),Jamaica,NY,11432,3,1,,Apartment,,,,2770,,2700,,,Storm Living,31.21,https://www.zillow.com/homedetails/Jamaica-NY-11432/2057375281_zpid/,,
905,38325,159,0.66,6,For Rent,Apartment For Rent,2500,-100,5/23/2024,108-54 155th St #2,Jamaica,NY,11433,2,1,,Apartment,,,,2755,,2500,,,Coldwell Banker American Homes,31.25,https://www.zillow.com/homedetails/108-54-155th-St-2-Jamaica-NY-11433/350107150_zpid/,40.692665,-73.79634
906,60738,227,0.73,8,For Rent,Apartment For Rent,2500,,,6338 75th St #2,Middle Village,NY,11379,3,1,900,Apartment,,,,2864,,2500,,,Selective Properties Realty,31.5,https://www.zillow.com/homedetails/6338-75th-St-2-Middle-Village-NY-11379/2052861073_zpid/,40.717346,-73.88079
907,48503,211,0.63,4,For Rent,Apartment For Rent,2105,,,(undisclosed Address),Flushing,NY,11354,1,1,,Apartment,,,,2800,,2105,,,DALLAL,31.5,https://www.zillow.com/homedetails/Flushing-NY-11354/2056249235_zpid/,,
908,24731,114,0.59,4,For Rent,Apartment For Rent,2050,,,212-08 75th Ave #5B,Oakland Gardens,NY,11364,1,1,850,Apartment,,,251500,2194,,2050,,,Winzone Realty Inc,31.58,https://www.zillow.com/homedetails/212-08-75th-Ave-5B-Oakland-Gardens-NY-11364/331563295_zpid/,40.73739,-73.75958
909,63123,275,0.63,8,For Rent,Apartment For Rent,2500,,,98-42 212th St #2,Queens Village,NY,11429,3,1,900,Apartment,,,,2834,,2500,,,ERA Top Service Realty,31.58,https://www.zillow.com/homedetails/98-42-212th-St-2-Queens-Village-NY-11429/350076119_zpid/,40.71447,-73.746925
910,29798,197,0.41,6,For Rent,Apartment For Rent,2300,-100,5/24/2024,(undisclosed Address),Fresh Meadows,NY,11366,2,1,,Apartment,,,,2500,,2300,,,,31.88,https://www.zillow.com/homedetails/Fresh-Meadows-NY-11366/350000798_zpid/,,
911,46143,242,0.52,8,For Rent,Apartment For Rent,3000,,,14514 South Rd FLOOR 2,Jamaica,NY,11435,3,1,,Apartment,,,,3068,,3000,,,,32.08,https://www.zillow.com/homedetails/14514-South-Rd-FLOOR-2-Jamaica-NY-11435/349978508_zpid/,40.691807,-73.80494
912,27964,162,0.47,6,For Rent,Apartment For Rent,2400,-100,5/25/2024,71-30 68th Pl #1R,Ridgewood,NY,11385,2,1,,Apartment,,,,2294,,2400,,,Friedman Roth Realty,32.33,https://www.zillow.com/homedetails/71-30-68th-Pl-1R-Ridgewood-NY-11385/2071536790_zpid/,40.702904,-73.88439
913,39524,181,0.6,6,For Rent,Apartment For Rent,3730,,,88-36 139th St #4N,Jamaica,NY,11435,2,1,,Apartment,,,,3684,,3730,,,ZD Jasper Realty,33.25,https://www.zillow.com/homedetails/88-36-139th-St-4N-Jamaica-NY-11435/349904427_zpid/,,
914,63783,193,0.91,4,For Rent,Condo For Rent,2500,,,66-41 69th St #1C,Middle Village,NY,11379,1,1,573,Condo,,,449200,2199,,2500,,,Keller Williams Points North,33.29,https://www.zillow.com/homedetails/66-41-69th-St-1C-Middle-Village-NY-11379/2056702536_zpid/,40.713596,-73.88635
915,23307,183,0.35,6,For Rent,Apartment For Rent,2700,,,15015 72nd Rd,Flushing,NY,11367,2,1.5,,Apartment,,,,2980,,2700,,,,33.33,https://www.zillow.com/homedetails/15015-72nd-Rd-Flushing-NY-11367/2105471358_zpid/,40.727898,-73.81715
916,25032,178,0.39,6,For Rent,Apartment For Rent,2500,,,150-15 72nd Dr APT 3A,Flushing,NY,11367,2,1,,Apartment,,,,2364,,2500,,,A&E Real Estate Management,33.96,https://www.zillow.com/homedetails/150-15-72nd-Dr-APT-3A-Flushing-NY-11367/2072309890_zpid/,40.726883,-73.81632
917,23013,124,0.51,4,For Rent,Apartment For Rent,2150,,,153-32 75th Ave #2B,Flushing,NY,11367,1,1,,Apartment,,,,2297,,2150,,,A&E Real Estate Management,33.96,https://www.zillow.com/homedetails/153-32-75th-Ave-2B-Flushing-NY-11367/2053084478_zpid/,40.72621,-73.81254
918,100561,442,0.62,12,For Rent,House For Rent,5000,,,9257 216th St,Jamaica,NY,11428,5,1.5,1583,Single Family,,,,4058,581000,5000,,,Keller William,34.08,https://www.zillow.com/homedetails/9257-216th-St-Jamaica-NY-11428/145602565_zpid/,40.721176,-73.74126
919,40644,153,0.73,4,For Rent,Apartment For Rent,2300,,,82-65 116th St #202,Richmond Hill,NY,11418,1,1,650,Apartment,,,,2199,,2300,,,Blue Chip Real Estate Group LLC,35.54,https://www.zillow.com/homedetails/82-65-116th-St-202-Richmond-Hill-NY-11418/2073383019_zpid/,40.707146,-73.8362
920,54500,209,0.71,6,For Rent,Apartment For Rent,3200,,,43-27 Byrd St #5C,Flushing,NY,11355,2,2,,Apartment,,,,2907,,3200,,,Winzone Realty Inc,35.58,https://www.zillow.com/homedetails/43-27-Byrd-St-5C-Flushing-NY-11355/2056261434_zpid/,40.752144,-73.82548
921,57900,213,0.74,6,For Rent,Apartment For Rent,4200,,,44-15 College Point Blvd #4G,Flushing,NY,11355,2,2,,Apartment,,,,2903,,4200,,,Keller Williams Realty Landmark,35.58,https://www.zillow.com/homedetails/44-15-College-Point-Blvd-4G-Flushing-NY-11355/2058157034_zpid/,40.75339,-73.83249
922,23124,183,0.35,4,For Rent,Apartment For Rent,2000,-50,6/11/2024,14744 69th Rd,Flushing,NY,11367,1,1,,Apartment,,,,1972,1645000,2000,,,,36.12,https://www.zillow.com/homedetails/14744-69th-Rd-Flushing-NY-11367/32068632_zpid/,40.73152,-73.82023
923,42517,249,0.47,8,For Rent,Apartment For Rent,3777,,,12613 172nd St FLOOR 2,Jamaica,NY,11434,3,1,,Apartment,,,,3043,,3777,,,,36.29,https://www.zillow.com/homedetails/12613-172nd-St-FLOOR-2-Jamaica-NY-11434/349774446_zpid/,40.680653,-73.77132
924,29798,197,0.41,6,For Rent,Apartment For Rent,2400,-100,5/1/2024,(undisclosed Address),Fresh Meadows,NY,11366,2,1,700,Apartment,,,,2149,,2400,,,,36.38,https://www.zillow.com/homedetails/Fresh-Meadows-NY-11366/2063206195_zpid/,,
925,44789,212,0.58,6,For Rent,Apartment For Rent,3050,-100,6/6/2024,2638 92nd St,Flushing,NY,11369,2,1,,Apartment,,,1001300,2699,1041000,3050,,,Douglas Elliman,36.46,https://www.zillow.com/homedetails/2638-92nd-St-Flushing-NY-11369/31960114_zpid/,40.762096,-73.87737
926,31439,152,0.57,4,For Rent,Apartment For Rent,2200,,,107-17 110th St FLOOR 1,South Richmond Hill,NY,11419,1,1,850,Apartment,,,,1736,,2200,,,Triumph Property Group,36.46,https://www.zillow.com/homedetails/107-17-110th-St-FLOOR-1-South-Richmond-Hill-NY-11419/2069638171_zpid/,40.68168,-73.8306
927,,,,,For Rent,For Rent,,,,119-02 Long St # 2,Jamaica,NY,11434,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/119-02-long-st-jamaica-ny-BV5Sqg/,,
928,33789,126,0.73,4,For Rent,Apartment For Rent,2200,,,17539 Dalny Rd APT 5J,Jamaica,NY,11432,1,1,,Apartment,,,,2149,,2200,,,MNS,36.96,https://www.zillow.com/homedetails/17539-Dalny-Rd-APT-5J-Jamaica-NY-11432/2102865008_zpid/,40.71389,-73.78769
929,48869,224,0.6,6,For Rent,Apartment For Rent,3000,,,34 Logan St #1,Brooklyn,NY,11208,2,1,,Apartment,,,,2500,,3000,,,Real Estate Classic LLC,36.96,https://www.zillow.com/homedetails/34-Logan-St-1-Brooklyn-NY-11208/349581732_zpid/,40.68604,-73.879265
930,33660,145,0.64,2,For Rent,Apartment For Rent,1850,,,135-20 82nd Ave #5H,Jamaica,NY,11435,0,1,,Apartment,,,,1875,,1850,,,MNS,36.96,https://www.zillow.com/homedetails/135-20-82nd-Ave-5H-Jamaica-NY-11435/2075347120_zpid/,40.714462,-73.82231
931,,,,,For Rent,For Rent,,,,24-02 93rd St # 1,East Elmhurst,NY,11369,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/24-02-93rd-St-East-Elmhurst-NY/40.7657979,-73.8770164_ll/",,
932,56347,237,0.65,6,For Rent,Apartment For Rent,2950,,,35-48A 73rd St FLOOR 1,Jackson Heights,NY,11372,2,1,1200,Apartment,,,,2840,,2950,,,"Bhatta Dilli, LREB",37,https://www.zillow.com/homedetails/35-48A-73rd-St-FLOOR-1-Jackson-Heights-NY-11372/349742729_zpid/,40.749447,-73.89304
933,35547,152,0.64,6,For Rent,House For Rent,2800,,,9438 117th St,Jamaica,NY,11419,2,1,,Single Family,,,1066700,2500,839000,2800,,,REAL BROKER LLC,37.25,https://www.zillow.com/homedetails/9438-117th-St-Jamaica-NY-11419/32122615_zpid/,40.69242,-73.82941
934,32677,137,0.65,2,For Rent,Apartment For Rent,1600,,,95-31 Jamaica Ave #2,Woodhaven,NY,11421,0,1,,Apartment,,,,1099,,1600,,,Prime Realty,37.58,https://www.zillow.com/homedetails/95-31-Jamaica-Ave-2-Woodhaven-NY-11421/2057144657_zpid/,40.6946,-73.849266
935,25969,132,0.54,4,For Rent,Apartment For Rent,2600,,,45 Kew Gardens Rd APT 5A,Kew Gardens,NY,11415,1,1,906,Apartment,,,285800,2376,,2600,,,Dom Realty of NY,38.38,https://www.zillow.com/homedetails/45-Kew-Gardens-Rd-APT-5A-Kew-Gardens-NY-11415/79487702_zpid/,40.712498,-73.82904
936,34804,124,0.77,4,For Rent,Apartment For Rent,1500,,,118-31 221st Cambria Hts #2,Cambria Heights,NY,11411,1,0.5,1485,Multi Family,,,671400,1700,,1500,,,VORO NEW YORK,39.04,https://www.zillow.com/homedetails/118-31-221st-Cambria-Hts-2-Cambria-Heights-NY-11411/349551835_zpid/,40.692387,-73.74031
937,57559,282,0.56,8,For Rent,House For Rent,4795,,,(undisclosed Address),Hollis,NY,11423,3,2,111,Single Family,,,888500,3800,,4795,,,,39.08,https://www.zillow.com/homedetails/Hollis-NY-11423/2080883881_zpid/,,
938,48645,263,0.51,8,For Rent,House For Rent,3200,,,114-21 158th St,Jamaica,NY,11434,3,1,,Single Family,,,574200,2949,,3200,,,EXP Realty,40,https://www.zillow.com/homedetails/114-21-158th-St-Jamaica-NY-11434/2073635504_zpid/,40.68756,-73.78889
939,32453,153,0.58,4,For Rent,Apartment For Rent,2700,,,13111 Fowler Ave #6D,Flushing,NY,11355,1,1,,Apartment,,,,1900,,2700,,,Winzone Realty Inc,40.96,https://www.zillow.com/homedetails/13111-Fowler-Ave-6D-Flushing-NY-11355/347344781_zpid/,40.75153,-73.83468
940,53218,214,0.68,8,For Rent,Apartment For Rent,5000,,,9515 69th Ave,Forest Hills,NY,11375,3,2.5,2211,Apartment,,,,4500,1336000,5000,,,Terrace Sotheby's International Realty,41.29,https://www.zillow.com/homedetails/9515-69th-Ave-Forest-Hills-NY-11375/32003145_zpid/,40.7167,-73.8526
941,64716,312,0.57,8,For Rent,Apartment For Rent,4000,-480,5/29/2024,29-04 204th St FLOOR 2,Bayside,NY,11360,3,4,3000,Apartment,,,,4777,,4000,,,Douglas Elliman,42.12,https://www.zillow.com/homedetails/29-04-204th-St-FLOOR-2-Bayside-NY-11360/2057030498_zpid/,40.77182,-73.786644
